full_name,license_number,region,country,top_clients,verified_status,total_clients,success_rate,avg_contract_value,best_negotiated_contract,preferred_contract_terms,contact_email,phone_number,profile_rating,years_experience,languages_spoken,specialization,last_contract_date,agency_affiliation
Lisa Alexander,FAE97D8F1B,West Africa,Niger,"Victor Osimhen, Chancel Mbemba, Edmond Tapsoba, Vincent Aboubakar",False,90,86.23,10068641.46,"EUR 15,823,311.15 - Aymen Balbouli",Market Value Dependent,lisa.alexander@johnson.com,+227261969240,4.21,15,"Swahili, English, Arabic","Contract Negotiation, Youth Development, Talent Scouting",2024-05-31,Johnson-Thomas
Joshua Romero,FA6EE0F27F,North Africa,Tunisia,"Thomas Partey, Mohamed Salah, Anis Ben Slimane, Frank Kessié",True,80,92.12,1508401.15,"EUR 4,936,310.13 - Percy Tau",Market Value Dependent,joshua.romero@hill.net,+216097531812,4.9,11,"French, English, Spanish","International Transfers, Youth Development",2024-08-21,Lin-Wagner
Tammy Martin,FA9F51BF77,Central Africa,Gabon,"Percy Tau, Karl Toko Ekambi, Inaki Williams",True,87,94.17,1041200.55,"EUR 7,337,346.70 - Wilfried Zaha",Buyout Clause Protection,tammy.martin@thomas.com,+241662238772,4.91,17,"English, Swahili","Career Development, Talent Scouting, Player Marketing",2024-08-18,Sheppard-Martinez
Richard Watson,FA4DF496B8,West Africa,Ivory Coast,"Samuel Chukwueze, Percy Tau",True,34,72.96,1219550.5,"EUR 9,728,734.55 - Percy Tau",Youth Development Oriented,richard.watson@soto-williams.org,+225706626078,3.62,24,"English, French, Portuguese","Career Development, Talent Scouting, Player Marketing",2024-05-18,Franklin Ltd
Taylor Graves,FA2B0D8275,East Africa,Tanzania,"Frank Kessié, Karl Toko Ekambi",False,7,75.78,3064415.5,"EUR 4,326,897.99 - Karl Toko Ekambi",Balanced Terms with Bonuses,taylor.graves@smith-ali.com,+255852070326,4.84,19,"Portuguese, Swahili, French","International Transfers, Contract Negotiation, Youth Development",2024-08-29,Pierce Group
Renee Martinez,FAABAD22B0,North Africa,Western Sahara,"Ali Maâloul, Frank Kessié",True,93,83.71,6953077.32,"EUR 15,733,822.00 - Sadio Mané",Loyalty Bonus Included,renee.martinez@norton.info,+000292278264,3.55,13,"English, French, Swahili","Talent Scouting, International Transfers",2024-07-22,Wade-Richardson
Heidi Mcintyre,FAF9439C48,Central Africa,Angola,"Karl Toko Ekambi, Achraf Hakimi, Inaki Williams, Ali Maâloul",True,12,71.86,11744651.34,"EUR 20,123,843.64 - Victor Osimhen",Revenue-sharing from Transfers,heidi.mcintyre@sparks.com,+244971054153,4.49,5,"Portuguese, English, Arabic, French","Career Development, Contract Negotiation, Youth Development",2024-06-17,Smith Inc
Mark Smith,FA6B2C958B,North Africa,Libya,"Sadio Mané, Victor Osimhen",True,8,95.67,10338854.41,"EUR 22,310,680.79 - Chancel Mbemba",Signing-on Fee Included,mark.smith@hopkins.biz,+218305211221,4.15,28,"Spanish, Swahili, English","International Transfers, Contract Negotiation",2024-09-24,Ramirez Group
Christopher Tyler,FAB3181EFD,Southern Africa,South Africa,"Aymen Balbouli, Sadio Mané, Ali Maâloul",False,21,78.6,7791537.77,"EUR 22,132,942.62 - Riyad Mahrez",Incentive-driven Performance,christopher.tyler@carlson-moore.com,+27431780514,4.54,19,"Spanish, Swahili, Portuguese, Arabic","Career Development, Youth Development, International Transfers",2024-09-27,"Powell, Walker and Eaton"
Michael Goodwin,FA7C5FDED4,Southern Africa,South Africa,"Ali Maâloul, Edmond Tapsoba, Édouard Mendy",False,15,97.69,5379638.6,"EUR 11,008,085.77 - Vincent Aboubakar",No-trade Clause,michael.goodwin@brooks.biz,+27369757318,4.87,3,"Spanish, French, Portuguese, English","Player Marketing, International Transfers",2025-02-11,"Brown, Barron and Moreno"
Cynthia Kelley,FA8FDE5EDD,West Africa,Senegal,"André Onana, Michael Olunga, Ali Maâloul",True,66,89.81,3424640.0,"EUR 8,258,104.08 - Aymen Dahmen",Signing-on Fee Included,cynthia.kelley@sanchez.com,+221295126932,4.93,24,"Arabic, Swahili, French, Portuguese","Talent Scouting, Career Development, Player Marketing",2024-11-05,Wolfe Inc
Trevor Sherman,FA87BA2EA7,Southern Africa,Eswatini (Swaziland),"Riyad Mahrez, Achraf Hakimi, Chancel Mbemba",False,81,81.63,14764617.48,"EUR 19,523,685.77 - Samuel Chukwueze",Balanced Terms with Bonuses,trevor.sherman@sanchez.com,+268413449897,4.6,12,"Portuguese, Spanish, Arabic","Youth Development, Talent Scouting, Player Marketing",2024-10-16,"Gordon, Morton and Wallace"
Jason Forbes,FA4F57C0CC,Southern Africa,Lesotho,"Mohamed Salah, Wahbi Khazri",True,84,96.49,1614326.9,"EUR 18,811,271.53 - André Onana",Incentive-driven Performance,jason.forbes@peters.org,+266652833216,3.61,7,"Spanish, French, Swahili","Contract Negotiation, Player Marketing",2024-08-01,"Adams, Nguyen and Chen"
Carolyn Hubbard,FA1EAC16CE,Central Africa,Central African Republic,"Michael Olunga, Youssef Msakni, Aymen Dahmen, Samuel Chukwueze",True,36,64.91,5838767.41,"EUR 8,245,495.57 - Aymen Dahmen",Youth Development Oriented,carolyn.hubbard@greer-davis.com,+236299121411,4.72,4,"English, Arabic, Swahili, Portuguese","Player Marketing, Contract Negotiation",2024-11-30,Ramos Group
Jose Molina,FA22B744FB,Central Africa,Republic of the Congo,"Michael Olunga, André Onana",True,84,63.84,11215760.52,"EUR 17,444,985.68 - Vincent Aboubakar",Loyalty Bonus Included,jose.molina@clark-harris.biz,+242764365606,4.18,1,"English, Arabic","Career Development, Youth Development",2024-08-05,Silva-Fernandez
Veronica Anderson,FA81659FDC,West Africa,Niger,"André Onana, Mbwana Samatta, Youssef Msakni",True,11,96.48,4821849.0,"EUR 21,081,757.31 - André Onana",Medical & Injury Coverage,veronica.anderson@hernandez.com,+227996889210,3.99,27,"French, Portuguese, Arabic, Swahili","International Transfers, Youth Development",2024-05-25,Long-Miller
Michael Douglas,FAA4330E64,East Africa,Tanzania,"Wahbi Khazri, Yassine Bounou, Victor Osimhen",False,9,75.19,1865575.09,"EUR 4,346,108.12 - Mohamed Salah",Sponsorship-linked Earnings,michael.douglas@daugherty.org,+255951210203,4.34,17,"Spanish, English, Portuguese, Arabic","Talent Scouting, Youth Development",2024-11-20,"Miranda, Reed and Rodriguez"
Henry Bailey,FAE1958605,East Africa,Mauritius,"Seifeddine Jaziri, Samuel Chukwueze",False,58,70.67,7101338.94,"EUR 17,340,779.31 - Frank Kessié",Revenue-sharing from Transfers,henry.bailey@williams.net,+230666984820,4.45,23,"French, Portuguese, Swahili","International Transfers, Contract Negotiation, Youth Development",2024-05-10,Ross PLC
Elizabeth Taylor,FA52794395,Central Africa,Chad,"André Onana, Edmond Tapsoba, Mohamed Salah, Karl Toko Ekambi",True,45,93.83,9231076.85,"EUR 16,276,328.06 - Seifeddine Jaziri",Long-term Development Focus,elizabeth.taylor@burns-johnson.org,+235516130496,4.71,12,"Arabic, Swahili","International Transfers, Career Development",2024-04-16,Best Ltd
Thomas Schultz,FA14ABE3DC,Southern Africa,Botswana,"Youssef Msakni, Ali Maâloul",True,86,91.03,7213613.8,"EUR 18,470,788.64 - Frank Kessié",Relegation Release Clause,thomas.schultz@livingston-jones.org,+267671113721,4.01,11,"Arabic, Swahili, English","Career Development, Contract Negotiation",2024-05-06,Knight-Mcguire
Daniel Cisneros,FA52B6825D,East Africa,Comoros,"Sadio Mané, Wahbi Khazri, Aymen Dahmen, Karl Toko Ekambi",False,87,63.19,14709007.74,"EUR 18,914,386.96 - Edmond Tapsoba",Signing-on Fee Included,daniel.cisneros@barnes.com,+269326224547,3.59,3,"Portuguese, English","Player Marketing, Youth Development",2024-09-10,Leon LLC
Shannon Palmer,FA5AA15183,West Africa,Togo,"Ali Maâloul, Wilfried Zaha",False,53,93.8,4875821.11,"EUR 20,308,009.72 - Anis Ben Slimane",Championship Clause Activation,shannon.palmer@kirby.biz,+228679545441,3.91,16,"English, French","Youth Development, Talent Scouting, International Transfers",2024-09-12,Cox and Sons
Krista Kennedy,FAD4EDA7C7,Central Africa,Angola,"Chancel Mbemba, Aymen Dahmen",True,89,77.75,3349299.49,"EUR 5,126,370.04 - Seifeddine Jaziri",Loyalty Bonus Included,krista.kennedy@stephenson-hill.com,+244139646963,4.58,17,"Portuguese, English","Career Development, International Transfers, Player Marketing",2024-09-10,"Bennett, Chapman and Mason"
Tiffany Schneider,FAD7B37C32,Southern Africa,South Africa,"Aymen Balbouli, Riyad Mahrez, Yassine Bounou, Michael Olunga",False,42,71.76,12124783.2,"EUR 17,865,960.06 - Aymen Balbouli",Youth Development Oriented,tiffany.schneider@flores.com,+27667678876,3.5,17,"Portuguese, Arabic, English, French","Contract Negotiation, International Transfers, Player Marketing",2024-09-04,Stewart-Glass
Miguel Edwards,FAE3DC894B,Central Africa,Angola,"André Onana, Sadio Mané",False,86,97.82,12431441.62,"EUR 13,987,248.93 - Vincent Aboubakar",Market Value Dependent,miguel.edwards@cruz-brown.info,+244257747612,4.89,22,"Portuguese, English, French, Swahili","Career Development, Youth Development, Contract Negotiation",2024-07-10,Mcdaniel-Freeman
Brian Nicholson,FA82C427D9,North Africa,Egypt,"Édouard Mendy, Aymen Balbouli, Patson Daka",True,27,62.06,8859115.68,"EUR 21,898,627.34 - Édouard Mendy",Long-term Development Focus,brian.nicholson@berry.info,+20070164280,3.51,24,"Arabic, English, Swahili","Talent Scouting, International Transfers, Youth Development",2024-07-10,Lopez and Sons
Emily Lucero,FA65F2647F,Central Africa,Equatorial Guinea,"Inaki Williams, Vincent Aboubakar, Achraf Hakimi",True,29,78.41,12093307.71,"EUR 19,599,097.21 - Edmond Tapsoba",Revenue-sharing from Transfers,emily.lucero@sanders.com,+240690017288,4.2,1,"French, Spanish","Youth Development, International Transfers",2024-12-28,Medina Inc
Cheryl Nielsen,FA6C5B8AF3,North Africa,Algeria,"Wahbi Khazri, Michael Olunga",False,96,86.46,9546034.81,"EUR 17,433,763.48 - Achraf Hakimi",Signing-on Fee Included,cheryl.nielsen@shannon.com,+213450741306,4.87,21,"Spanish, Arabic, Swahili","International Transfers, Contract Negotiation, Youth Development",2024-08-19,"Cantrell, Ali and Thomas"
Michelle Martinez,FAB1E4E121,Central Africa,Democratic Republic of the Congo,"Thomas Partey, Vincent Aboubakar, Michael Olunga",False,62,66.99,6176995.48,"EUR 9,283,901.47 - Victor Osimhen",Long-term Development Focus,michelle.martinez@wood.com,+243619314186,3.99,8,"French, Swahili, English, Spanish","International Transfers, Career Development, Player Marketing",2024-10-14,Armstrong Group
Samantha Coleman,FA02FEAA8B,West Africa,Niger,"André Onana, Youssef Msakni, Vincent Aboubakar",False,43,68.84,4190343.27,"EUR 6,877,371.39 - Wilfried Zaha",Loyalty Bonus Included,samantha.coleman@gonzales-lang.net,+227222653346,3.63,16,"Spanish, French, Arabic, English","Career Development, International Transfers, Contract Negotiation",2025-03-03,Mcknight LLC
Phillip Perkins,FAB26A3A24,North Africa,Tunisia,"Wahbi Khazri, Édouard Mendy, Edmond Tapsoba, Samuel Chukwueze",True,46,91.04,2048719.11,"EUR 16,267,708.92 - Samuel Chukwueze",High Base + Short Duration,phillip.perkins@bolton.com,+216264120987,3.67,19,"French, Spanish","Player Marketing, International Transfers, Contract Negotiation",2024-12-26,Salas-White
Alexandra Davenport,FA3CB5A6B3,West Africa,Togo,"Vincent Aboubakar, Percy Tau, Mbwana Samatta, Chancel Mbemba",False,51,92.74,5264074.2,"EUR 20,808,024.78 - Mbwana Samatta",Relegation Release Clause,alexandra.davenport@lee-evans.com,+228602398230,3.7,14,"English, Spanish","International Transfers, Career Development",2024-08-11,Liu-Rice
Michelle Fritz,FAD37C39E5,West Africa,Mauritania,"Seifeddine Jaziri, Mohamed Salah",False,47,75.82,650202.69,"EUR 19,627,569.10 - Patson Daka",Balanced Terms with Bonuses,michelle.fritz@huynh.com,+222770131242,3.99,1,"Portuguese, Arabic, English","Youth Development, Talent Scouting",2024-04-19,Lyons-Hudson
Brian Powell,FAD48EF42E,Southern Africa,Botswana,"Percy Tau, Seifeddine Jaziri",False,100,62.47,11543526.61,"EUR 20,728,766.48 - Aymen Balbouli",Buyout Clause Protection,brian.powell@cummings.com,+267545122684,4.23,6,"Swahili, Spanish, Arabic, Portuguese","Contract Negotiation, Career Development, Talent Scouting",2024-11-20,Warren and Sons
Joshua Marks,FAA84A5EEA,Central Africa,Sao Tome and Principe,"Riyad Mahrez, Patson Daka, Edmond Tapsoba",False,92,68.28,5457929.9,"EUR 6,544,306.84 - Karl Toko Ekambi",Relegation Release Clause,joshua.marks@neal-anderson.biz,+000174061744,4.06,11,"Arabic, Portuguese, Swahili","Player Marketing, Career Development",2025-02-16,Green and Sons
Michael Williamson,FA3F4256CE,Southern Africa,Botswana,"Percy Tau, Patson Daka, Samuel Chukwueze",True,17,72.92,12094959.22,"EUR 15,704,305.02 - Thomas Partey",High Base + Short Duration,michael.williamson@weeks.com,+267340500498,4.84,4,"Spanish, French, Arabic","Contract Negotiation, Talent Scouting, Career Development",2024-09-13,"Scott, Allen and Mccullough"
Michael Roberts,FA5F10A1A0,Southern Africa,Namibia,"Vincent Aboubakar, Victor Osimhen",False,78,82.33,9169947.46,"EUR 18,743,209.11 - Seifeddine Jaziri",Buyout Clause Protection,michael.roberts@black-jenkins.com,+264997039546,4.54,30,"French, Spanish, Arabic, Portuguese","Career Development, Youth Development, Contract Negotiation",2025-01-12,Pittman-Davis
David Nelson,FA4C53C48C,North Africa,Sudan,"Michael Olunga, Patson Daka, Achraf Hakimi, Sadio Mané",True,80,91.96,3709717.41,"EUR 7,706,955.85 - Michael Olunga",No-trade Clause,david.nelson@reed-miller.org,+249855541954,4.42,4,"French, Portuguese, Spanish","Career Development, International Transfers",2024-10-15,Miller and Sons
Tara Olson,FA53CBC18E,West Africa,Ghana,"Thomas Partey, André Onana, Percy Tau",False,82,68.39,7733783.01,"EUR 14,752,528.15 - Inaki Williams",Incentive-driven Performance,tara.olson@scott-watson.com,+233488867187,3.55,22,"English, Spanish","Talent Scouting, Player Marketing",2024-08-01,"Shea, Jones and Green"
Shelby Andrews,FAAF80842A,Southern Africa,Lesotho,"Aymen Dahmen, Yassine Bounou",False,13,95.93,7726743.13,"EUR 15,101,068.40 - Youssef Msakni",Long-term Development Focus,shelby.andrews@gross.org,+266982952287,4.33,13,"Arabic, Portuguese","Contract Negotiation, Youth Development, Player Marketing",2024-10-27,Hall PLC
Amanda Peterson,FA9A512478,West Africa,Togo,"Riyad Mahrez, Kalidou Koulibaly",True,18,92.5,11269534.39,"EUR 12,931,428.35 - Michael Olunga",Performance-based + Image Rights,amanda.peterson@nelson.com,+228211750872,4.79,10,"Spanish, Portuguese","Youth Development, Career Development, Contract Negotiation",2024-12-07,Schmidt Ltd
Kristopher Vaughn,FA3E7E661B,East Africa,Uganda,"Yassine Bounou, Achraf Hakimi",True,80,76.08,7788127.73,"EUR 15,864,036.66 - Ali Maâloul",Sponsorship-linked Earnings,kristopher.vaughn@rodriguez-miller.org,+256964046963,4.33,22,"Portuguese, English, French","Contract Negotiation, Youth Development, Career Development",2024-04-08,Mcdonald Ltd
Bill Arias,FAA1769ED3,West Africa,Niger,"Édouard Mendy, Ali Maâloul, Kalidou Koulibaly, Chancel Mbemba",False,58,73.52,433194.12,"EUR 20,555,786.71 - Samuel Chukwueze",Buyout Clause Protection,bill.arias@luna.com,+227216361844,4.03,3,"Portuguese, French","International Transfers, Youth Development, Talent Scouting",2024-10-11,Henderson-Armstrong
Timothy Matthews,FA63A17BF8,North Africa,Algeria,"Inaki Williams, Ali Maâloul, Yassine Bounou",True,43,82.42,2829282.76,"EUR 10,307,788.40 - Inaki Williams",Revenue-sharing from Transfers,timothy.matthews@parrish-adams.org,+213757853398,4.36,14,"Swahili, French, Arabic","Player Marketing, Career Development, Contract Negotiation",2024-09-06,Blevins LLC
Melanie Lowe,FAB2433353,Central Africa,Gabon,"Edmond Tapsoba, Patson Daka",False,67,93.87,9782875.09,"EUR 15,839,702.54 - Samuel Chukwueze",Loyalty Bonus Included,melanie.lowe@vargas.org,+241098214684,4.92,25,"Spanish, Portuguese","Career Development, Player Marketing",2024-06-11,Marks PLC
Vanessa Smith,FA6476AFD9,Southern Africa,Eswatini (Swaziland),"Youssef Msakni, Sadio Mané",True,70,84.3,5372256.47,"EUR 21,676,089.37 - Wilfried Zaha",Balanced Terms with Bonuses,vanessa.smith@peck.com,+268842848403,3.67,5,"English, French, Spanish, Portuguese","Talent Scouting, Youth Development",2025-03-05,"Foley, Adams and Gillespie"
Edward House,FA79F216EA,Southern Africa,South Africa,"Chancel Mbemba, Percy Tau, Anis Ben Slimane, Wilfried Zaha",False,67,62.75,13380519.62,"EUR 17,710,095.16 - Mohamed Salah",Medical & Injury Coverage,edward.house@schmidt-zuniga.net,+27386887712,3.59,20,"Spanish, Swahili, French, English","Player Marketing, International Transfers",2024-12-08,Gray and Sons
Robert Cervantes,FAC72EC8D8,North Africa,Libya,"Seifeddine Jaziri, Michael Olunga, Youssef Msakni, Chancel Mbemba",False,62,90.92,69865.39,"EUR 19,240,809.66 - Frank Kessié",Performance-based + Image Rights,robert.cervantes@gonzales-porter.org,+218787179342,4.0,19,"Swahili, Spanish, Portuguese, Arabic","Career Development, Contract Negotiation",2024-11-29,Sims-Hayes
Craig Chapman,FA11EDA49E,Southern Africa,Botswana,"Youssef Msakni, Patson Daka, Achraf Hakimi, Mbwana Samatta",True,51,70.16,3502077.26,"EUR 19,672,386.19 - Édouard Mendy",Balanced Terms with Bonuses,craig.chapman@smith.com,+267245828734,4.31,28,"English, French, Arabic","Talent Scouting, Career Development, Contract Negotiation",2025-02-11,"Buchanan, Park and Howard"
Timothy Green,FA9B022F3C,Southern Africa,Eswatini (Swaziland),"Wilfried Zaha, Thomas Partey, Patson Daka",True,98,64.23,264608.08,"EUR 21,455,925.57 - Wilfried Zaha",Buyout Clause Protection,timothy.green@wood.com,+268911338258,4.66,22,"English, Spanish, Swahili, French","Talent Scouting, Player Marketing",2024-08-18,Martin-Byrd
Rhonda Vance,FAFE1ED1EF,Central Africa,Gabon,"Yassine Bounou, Thomas Partey, Mohamed Salah",True,48,72.61,1724818.98,"EUR 8,196,535.27 - Karl Toko Ekambi",Balanced Terms with Bonuses,rhonda.vance@rogers-adkins.info,+241887535216,4.35,26,"Arabic, French, Swahili, Spanish","Youth Development, International Transfers, Talent Scouting",2024-04-03,Griffin-Morales
David Mason,FAC2A872C8,West Africa,Benin,"Patson Daka, Yassine Bounou",True,9,67.98,8319196.48,"EUR 18,176,876.52 - Yassine Bounou",Renewal Option at Club’s Discretion,david.mason@craig-mcclure.com,+229503038797,4.12,21,"English, Arabic","Career Development, Contract Negotiation, Player Marketing",2024-12-26,Jackson Group
Monique Huffman,FAA5FCFE9C,Central Africa,Cameroon,"André Onana, Riyad Mahrez, Mbwana Samatta, Sadio Mané",True,12,60.11,11043649.75,"EUR 22,191,576.62 - Wilfried Zaha",Market Value Dependent,monique.huffman@hamilton-miller.com,+237159451739,3.86,30,"Spanish, English, French","Talent Scouting, Career Development, Contract Negotiation",2024-03-10,"Cox, Gilbert and Hernandez"
David Mcneil,FA43604614,Central Africa,Chad,"Victor Osimhen, Frank Kessié, Thomas Partey",False,12,83.09,13500893.52,"EUR 15,606,401.24 - Édouard Mendy",Long-term Development Focus,david.mcneil@oliver.com,+235893190468,3.57,1,"French, Arabic, Portuguese, Spanish","Talent Scouting, Youth Development, Player Marketing",2024-04-25,"Ross, Ramirez and Graves"
George Boyd,FA911A03B2,West Africa,Ghana,"Mohamed Salah, Frank Kessié",False,46,92.61,11532982.36,"EUR 18,344,688.58 - Thomas Partey",Sponsorship-linked Earnings,george.boyd@smith.com,+233696060245,4.39,7,"Arabic, Swahili, Spanish","Contract Negotiation, Youth Development",2024-08-06,"Jones, Williams and Carpenter"
Brenda Scott,FA39878BF0,Central Africa,Democratic Republic of the Congo,"Inaki Williams, Mohamed Salah, Mbwana Samatta",True,78,81.74,771533.49,"EUR 2,092,078.71 - Aymen Dahmen",Long-term Development Focus,brenda.scott@patel.com,+243327722214,3.76,28,"French, Arabic, English","International Transfers, Youth Development",2025-03-01,Powell-Brooks
Jonathan Hall,FA854A9DC5,Central Africa,Angola,"Kalidou Koulibaly, Patson Daka, Anis Ben Slimane, Edmond Tapsoba",True,19,91.47,8518883.99,"EUR 17,523,486.05 - Samuel Chukwueze",Youth Development Oriented,jonathan.hall@finley.biz,+244339396823,4.75,15,"French, Arabic, Swahili, Spanish","Player Marketing, Youth Development",2025-02-15,"Jones, Nelson and Flores"
Bonnie Turner,FA1FBE3A46,Southern Africa,Botswana,"Karl Toko Ekambi, Achraf Hakimi, Édouard Mendy",False,91,88.97,713502.4,"EUR 11,657,180.91 - Frank Kessié",Long-term Development Focus,bonnie.turner@gonzalez.com,+267312645251,4.6,15,"Arabic, Spanish","Career Development, International Transfers, Talent Scouting",2025-03-09,Gomez-Huber
Annette Howard,FA9D33B8A8,West Africa,Senegal,"Yassine Bounou, André Onana, Mbwana Samatta",True,11,90.83,12254643.2,"EUR 19,643,157.25 - Karl Toko Ekambi",Medical & Injury Coverage,annette.howard@olson.com,+221670988836,4.1,22,"Portuguese, Swahili","International Transfers, Talent Scouting",2024-09-21,Delacruz-Davis
Cameron Glover,FAA6A94119,West Africa,Senegal,"Achraf Hakimi, Mohamed Salah, Wahbi Khazri",False,18,69.73,8328026.08,"EUR 8,357,106.76 - Victor Osimhen",Revenue-sharing from Transfers,cameron.glover@hill.com,+221874102161,4.73,14,"French, Portuguese","Career Development, Youth Development",2024-05-15,Giles-Dennis
Jennifer Day,FA9735D257,Southern Africa,Eswatini (Swaziland),"Wilfried Zaha, Vincent Aboubakar",True,12,81.87,2885754.76,"EUR 20,502,354.84 - Wilfried Zaha",Medical & Injury Coverage,jennifer.day@taylor.net,+268413614625,4.38,24,"Spanish, English, Arabic, Swahili","Talent Scouting, Youth Development, Contract Negotiation",2024-03-30,Andersen-Martin
Lisa Ryan,FA32BA62F7,Southern Africa,Namibia,"Riyad Mahrez, Edmond Tapsoba, Sadio Mané, Michael Olunga",False,81,82.04,2230083.5,"EUR 18,617,399.30 - Ali Maâloul",Relegation Release Clause,lisa.ryan@gilbert.info,+264190811270,3.87,19,"Arabic, Swahili, Spanish, English","Contract Negotiation, Player Marketing, Career Development",2025-02-14,"Koch, Gutierrez and Graham"
Julie Smith,FAFC0AFAD8,North Africa,Tunisia,"Aymen Balbouli, Patson Daka, Chancel Mbemba",False,8,68.26,14540589.61,"EUR 17,654,349.72 - Édouard Mendy",Revenue-sharing from Transfers,julie.smith@davis.com,+216099919341,3.81,27,"Arabic, Spanish","Talent Scouting, Contract Negotiation, Youth Development",2024-07-14,"Clark, Russell and Carroll"
Shawn Smith,FA49460D22,North Africa,Sudan,"Vincent Aboubakar, Thomas Partey, Edmond Tapsoba, Riyad Mahrez",True,28,63.32,463637.48,"EUR 10,937,347.56 - Patson Daka",Buyout Clause Protection,shawn.smith@bowen.info,+249123094665,3.85,13,"English, Spanish","Talent Scouting, Player Marketing",2024-09-30,Pennington-Lee
Samuel Carney,FAF49CDC0C,Southern Africa,Eswatini (Swaziland),"Aymen Dahmen, André Onana",True,65,84.4,14784016.42,"EUR 16,249,026.91 - Aymen Balbouli",Renewal Option at Club’s Discretion,samuel.carney@pacheco.com,+268172991243,3.86,7,"Spanish, Swahili, English","Contract Negotiation, Youth Development, International Transfers",2024-06-29,Williams-Lee
Patrick Miller,FA062CFDA1,West Africa,Benin,"Ali Maâloul, Anis Ben Slimane, Percy Tau, Sadio Mané",False,31,94.93,14139462.13,"EUR 19,321,101.39 - Édouard Mendy",Revenue-sharing from Transfers,patrick.miller@ramirez-flores.org,+229285400138,4.7,26,"Swahili, Spanish, French, Portuguese","Youth Development, Contract Negotiation, Career Development",2024-03-26,"Howard, Wilson and Romero"
William Andrews,FA1570648B,Central Africa,Republic of the Congo,"Anis Ben Slimane, Michael Olunga, Chancel Mbemba",True,64,78.71,12736608.06,"EUR 17,878,734.49 - Wahbi Khazri",Loyalty Bonus Included,william.andrews@carter-simpson.com,+242614209765,4.3,23,"Swahili, English, Arabic","Contract Negotiation, Youth Development",2024-07-28,Morse-Ball
Bill Welch,FAF7E8E4C7,Central Africa,Republic of the Congo,"Anis Ben Slimane, Victor Osimhen, Sadio Mané",False,6,78.39,6887431.41,"EUR 16,402,245.23 - Sadio Mané",Buyout Clause Protection,bill.welch@johnston.com,+242076169027,4.22,1,"English, Spanish, French, Swahili","International Transfers, Contract Negotiation, Career Development",2025-01-04,"Rogers, Rice and Allen"
Sandra White,FADF880190,Southern Africa,Namibia,"Yassine Bounou, Chancel Mbemba",True,57,97.88,1173535.63,"EUR 10,874,829.69 - Yassine Bounou",Buyout Clause Protection,sandra.white@estes-martinez.com,+264849681610,4.14,27,"Portuguese, French, Arabic, English","Talent Scouting, Player Marketing, Youth Development",2024-03-14,"Curtis, Chung and Hill"
Pamela Garcia,FA40FF306A,Southern Africa,Botswana,"Youssef Msakni, Frank Kessié",False,23,91.5,13828744.82,"EUR 18,452,132.20 - Seifeddine Jaziri",Performance-based + Image Rights,pamela.garcia@mayer.biz,+267560965237,4.08,28,"Swahili, Arabic, English, Spanish","International Transfers, Career Development",2024-09-17,Carrillo and Sons
Christina Monroe,FA1C41BA98,West Africa,Benin,"Anis Ben Slimane, Édouard Mendy, Victor Osimhen, Youssef Msakni",False,91,61.32,2642732.43,"EUR 9,797,015.40 - Mbwana Samatta",Signing-on Fee Included,christina.monroe@hunter.net,+229033390623,4.88,20,"French, Spanish","Talent Scouting, Player Marketing",2024-03-14,Hamilton-Griffin
Brenda Gonzalez,FAC20A7438,Central Africa,Gabon,"Percy Tau, Thomas Partey, Édouard Mendy",False,53,60.13,9092285.41,"EUR 18,157,113.05 - Vincent Aboubakar",Signing-on Fee Included,brenda.gonzalez@hernandez-russell.com,+241159326773,4.51,10,"French, Arabic, Portuguese, English","Player Marketing, Contract Negotiation, Youth Development",2024-12-12,Mccormick-Harris
Jeff Keith,FA23A0B0BF,East Africa,Seychelles,"Youssef Msakni, Frank Kessié, Inaki Williams",False,26,97.81,3987563.05,"EUR 11,741,640.46 - Achraf Hakimi",Medical & Injury Coverage,jeff.keith@lucas.com,+248526251440,4.01,19,"Arabic, Portuguese","Contract Negotiation, Career Development",2024-07-15,"Zamora, Porter and Martinez"
Kimberly Blackburn,FA3A4CFD59,Central Africa,Gabon,"Aymen Dahmen, Patson Daka",False,91,73.17,1853283.39,"EUR 7,165,426.14 - Vincent Aboubakar",Signing-on Fee Included,kimberly.blackburn@costa.com,+241908773620,4.55,7,"English, Portuguese, Spanish, French","International Transfers, Youth Development, Talent Scouting",2024-10-30,Sosa Ltd
Beth Armstrong,FABED6B580,Southern Africa,Eswatini (Swaziland),"Riyad Mahrez, Aymen Balbouli",True,15,88.71,3057599.52,"EUR 22,180,016.68 - Michael Olunga",Appearance-based Bonuses,beth.armstrong@small.com,+268948169028,4.73,3,"Swahili, French","International Transfers, Career Development, Contract Negotiation",2025-01-02,"Fritz, Walker and Erickson"
James Graves,FAAE321112,East Africa,Mauritius,"Youssef Msakni, Michael Olunga, Riyad Mahrez",True,23,89.31,1394475.35,"EUR 3,738,659.67 - Victor Osimhen",Loyalty Bonus Included,james.graves@chaney.com,+230823606369,3.99,7,"Portuguese, Spanish","Youth Development, Talent Scouting",2024-08-03,Mclaughlin-Ford
